,score,component,cui,term,points
237,hasbled,bleeding_medications,S-534911000001102,Diclofenac sodium 25mg gastro-resistant tablets (Mylan),1
238,hasbled,bleeding_medications,S-555811000001109,Diclofenac sodium 25mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),1
239,hasbled,bleeding_medications,S-780411000001108,Diclofenac sodium 25mg gastro-resistant tablets (Actavis UK Ltd),1
240,hasbled,bleeding_medications,S-829411000001105,Diclofenac sodium 25mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),1
241,hasbled,bleeding_medications,S-10401011000001100,Diclofenac sodium 25mg gastro-resistant tablets (Arrow Generics Ltd),1
242,hasbled,bleeding_medications,S-17891411000001100,Diclofenac sodium 25mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),1
243,hasbled,bleeding_medications,S-21943011000001100,Diclofenac sodium 25mg gastro-resistant tablets (Waymade Healthcare Plc),1
244,hasbled,bleeding_medications,S-23862211000001100,Diclofenac sodium 25mg gastro-resistant tablets (DE Pharmaceuticals),1
245,hasbled,bleeding_medications,S-34604011000001100,Diclofenac sodium 25mg gastro-resistant tablets (Medreich Plc),1
246,hasbled,bleeding_medications,S-36784811000001104,Diclofenac sodium 25mg gastro-resistant tablets (Crescent Pharma Ltd),1
247,hasbled,bleeding_medications,S-37236911000001104,Diclofenac sodium 25mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd),1
248,hasbled,bleeding_medications,S-37926711000001104,Diclofenac sodium 25mg gastro-resistant tablets (Dexcel-Pharma Ltd),1
249,hasbled,bleeding_medications,S-13011000001106,Diclofenac sodium 50mg gastro-resistant tablets (Actavis UK Ltd),1
250,hasbled,bleeding_medications,S-137711000001101,Diclofenac sodium 50mg gastro-resistant tablets (Sterwin Medicines),1
251,hasbled,bleeding_medications,S-252911000001102,Diclofenac sodium 50mg gastro-resistant tablets (Teva UK Ltd),1
252,hasbled,bleeding_medications,S-256211000001107,Diclofenac sodium 50mg gastro-resistant tablets (Mylan),1
253,hasbled,bleeding_medications,S-302411000001106,Diclofenac sodium 50mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),1
254,hasbled,bleeding_medications,S-547611000001101,Diclofenac sodium 50mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),1
255,hasbled,bleeding_medications,S-625011000001107,Diclofenac sodium 50mg gastro-resistant tablets (Sandoz Ltd),1
256,hasbled,bleeding_medications,S-699311000001103,Diclofenac sodium 50mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),1
257,hasbled,bleeding_medications,S-700211000001105,Diclofenac sodium 50mg gastro-resistant tablets (Pfizer Ltd),1
258,hasbled,bleeding_medications,S-741211000001109,Diclofenac sodium 50mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd),1
259,hasbled,bleeding_medications,S-10401211000001100,Diclofenac sodium 50mg gastro-resistant tablets (Arrow Generics Ltd),1
260,hasbled,bleeding_medications,S-17891611000001100,Diclofenac sodium 50mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),1
261,hasbled,bleeding_medications,S-4626911000001100,Eccoxolac 300mg capsules (Meda Pharmaceuticals Ltd),1
262,hasbled,bleeding_medications,S-10925311000001100,Etopan XL 600mg tablets (Sun Pharmaceutical Industries Europe B.V.),1
263,hasbled,bleeding_medications,S-33548811000001100,Etolyn 600mg modified-release tablets (Mylan),1
264,hasbled,bleeding_medications,S-866711000001104,Fenbufen 300mg capsules (Genus Pharmaceuticals Ltd),1
265,hasbled,bleeding_medications,S-920011000001100,Fenbufen 300mg capsules (IVAX Pharmaceuticals UK Ltd),1
266,hasbled,bleeding_medications,S-931711000001108,Fenbufen 300mg capsules (Alliance Healthcare (Distribution) Ltd),1
267,hasbled,bleeding_medications,S-940111000001102,Fenbufen 300mg capsules (A A H Pharmaceuticals Ltd),1
268,hasbled,bleeding_medications,S-343711000001102,Lederfen 450mg tablets (Mercury Pharma Group Ltd),1
269,hasbled,bleeding_medications,S-3684611000001100,Fenopron 300 tablets (Typharm Ltd),1
270,hasbled,bleeding_medications,S-3685511000001100,Fenopron 600 tablets (Typharm Ltd),1
271,hasbled,bleeding_medications,S-323611000001109,Flurbiprofen 50mg tablets (Kent Pharmaceuticals Ltd),1
272,hasbled,bleeding_medications,S-477611000001108,Flurbiprofen 50mg tablets (A A H Pharmaceuticals Ltd),1
273,hasbled,bleeding_medications,S-510811000001107,Flurbiprofen 50mg tablets (Alliance Healthcare (Distribution) Ltd),1
274,hasbled,bleeding_medications,S-574511000001107,Flurbiprofen 50mg tablets (Sandoz Ltd),1
275,hasbled,bleeding_medications,S-825611000001105,Flurbiprofen 50mg tablets (Actavis UK Ltd),1
276,hasbled,bleeding_medications,S-4820811000001100,Flurbiprofen 50mg tablets (Genus Pharmaceuticals Ltd),1
277,hasbled,bleeding_medications,S-17909911000001100,Flurbiprofen 50mg tablets (Phoenix Healthcare Distribution Ltd),1
278,hasbled,bleeding_medications,S-24616411000001100,Flurbiprofen 50mg tablets (Mylan),1
279,hasbled,bleeding_medications,S-91911000001105,Flurbiprofen 100mg tablets (A A H Pharmaceuticals Ltd),1
280,hasbled,bleeding_medications,S-363911000001106,Flurbiprofen 100mg tablets (Actavis UK Ltd),1
281,hasbled,bleeding_medications,S-410711000001109,Flurbiprofen 100mg tablets (Alliance Healthcare (Distribution) Ltd),1
282,hasbled,bleeding_medications,S-686111000001107,Flurbiprofen 100mg tablets (Sandoz Ltd),1
283,hasbled,bleeding_medications,S-732111000001109,Flurbiprofen 100mg tablets (Kent Pharmaceuticals Ltd),1
284,hasbled,bleeding_medications,S-4821011000001100,Flurbiprofen 100mg tablets (Genus Pharmaceuticals Ltd),1
285,hasbled,bleeding_medications,S-17910111000001100,Flurbiprofen 100mg tablets (Phoenix Healthcare Distribution Ltd),1
286,hasbled,bleeding_medications,S-22014911000001100,Flurbiprofen 100mg tablets (Waymade Healthcare Plc),1
287,hasbled,bleeding_medications,S-24616611000001100,Flurbiprofen 100mg tablets (Mylan),1
288,hasbled,bleeding_medications,S-762311000001104,Froben 50mg tablets (Abbott Laboratories Ltd),1
289,hasbled,bleeding_medications,S-538211000001100,Froben 100mg tablets (Abbott Laboratories Ltd),1
290,hasbled,bleeding_medications,S-779411000001108,Ibuprofen 400mg tablets (Sandoz Ltd),1
291,hasbled,bleeding_medications,S-878411000001103,Ibuprofen 400mg tablets (IVAX Pharmaceuticals UK Ltd),1
292,hasbled,bleeding_medications,S-913811000001105,Ibuprofen 400mg tablets (A A H Pharmaceuticals Ltd),1
293,hasbled,bleeding_medications,S-4604211000001100,Ibuprofen 400mg tablets (Sussex Pharmaceutical Ltd),1
294,hasbled,bleeding_medications,S-7928011000001100,Ibuprofen 400mg caplets (Lloyds Pharmacy Ltd),1
295,hasbled,bleeding_medications,S-9502111000001100,Ibuprofen 400mg tablets (Wockhardt UK Ltd),1
296,hasbled,bleeding_medications,S-9648711000001100,Ibuprofen 400mg tablets (Galpharm International Ltd),1
297,hasbled,bleeding_medications,S-9746611000001100,Ibuprofen 400mg caplets (The Boots Company Plc),1
298,hasbled,bleeding_medications,S-9816611000001100,Ibuprofen 400mg tablets (Almus Pharmaceuticals Ltd),1
299,hasbled,bleeding_medications,S-10379111000001100,Ibuprofen 400mg tablets (Arrow Generics Ltd),1
300,hasbled,bleeding_medications,S-11177511000001100,Ibuprofen 400mg tablets (Zentiva),1
301,hasbled,bleeding_medications,S-13579211000001100,Ibuprofen 400mg tablets (DE Pharmaceuticals),1
302,hasbled,bleeding_medications,S-14772911000001100,Ibuprofen 400mg tablets (Boston Healthcare Ltd),1
303,hasbled,bleeding_medications,S-15055611000001100,Ibuprofen 400mg tablets (Sigma Pharmaceuticals Plc),1
304,hasbled,bleeding_medications,S-16057111000001100,Ibuprofen 400mg tablets (Bristol Laboratories Ltd),1
305,hasbled,bleeding_medications,S-17931611000001100,Ibuprofen 400mg tablets (Phoenix Healthcare Distribution Ltd),1
306,hasbled,bleeding_medications,S-18075111000001100,Ibuprofen 400mg tablets (Fannin UK Ltd),1
307,hasbled,bleeding_medications,S-18558411000001100,Ibuprofen 400mg caplets (Bristol Laboratories Ltd),1
308,hasbled,bleeding_medications,S-22046911000001100,Ibuprofen 400mg tablets (Waymade Healthcare Plc),1
309,hasbled,bleeding_medications,S-28984811000001100,Ibuprofen 400mg tablets (Crescent Pharma Ltd),1
310,hasbled,bleeding_medications,S-30213011000001100,Ibuprofen 400mg tablets (Mawdsley-Brooks & Company Ltd),1
311,hasbled,bleeding_medications,S-36042811000001104,Ibuprofen 400mg tablets (Medreich Plc),1
312,hasbled,bleeding_medications,S-37062811000001104,Ibuprofen 400mg tablets (Relonchem Ltd),1
313,hasbled,bleeding_medications,S-15711000001109,Ibuprofen 600mg tablets (Ranbaxy (UK) Ltd),1
314,hasbled,bleeding_medications,S-25311000001101,Ibuprofen 600mg tablets (IVAX Pharmaceuticals UK Ltd),1
315,hasbled,bleeding_medications,S-32011000001107,Ibuprofen 600mg tablets (Kent Pharmaceuticals Ltd),1
316,hasbled,bleeding_medications,S-177111000001104,Ibuprofen 600mg tablets (OBG Pharmaceuticals Ltd),1
317,hasbled,bleeding_medications,S-281911000001103,Ibuprofen 600mg tablets (Sandoz Ltd),1
318,hasbled,bleeding_medications,S-334411000001107,Ibuprofen 600mg tablets (Alliance Healthcare (Distribution) Ltd),1
319,hasbled,bleeding_medications,S-368211000001105,Naproxen 500mg gastro-resistant tablets (Mylan),1
320,hasbled,bleeding_medications,S-678411000001107,Naproxen 500mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd),1
321,hasbled,bleeding_medications,S-692711000001105,Naproxen 500mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),1
322,hasbled,bleeding_medications,S-936011000001104,Naproxen 500mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),1
323,hasbled,bleeding_medications,S-11426811000001100,Naproxen 500mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),1
324,hasbled,bleeding_medications,S-16213011000001100,Naproxen 500mg gastro-resistant tablets (Ranbaxy (UK) Ltd),1
325,hasbled,bleeding_medications,S-17945711000001100,Naproxen 500mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),1
326,hasbled,bleeding_medications,S-20325911000001100,Naproxen 500mg gastro-resistant tablets (Genesis Pharmaceuticals Ltd),1
327,hasbled,bleeding_medications,S-21817911000001100,Naproxen 500mg gastro-resistant tablets (Waymade Healthcare Plc),1
328,hasbled,bleeding_medications,S-29928711000001100,Naproxen 500mg gastro-resistant tablets (Sigma Pharmaceuticals Plc),1
329,hasbled,bleeding_medications,S-30062811000001100,Naproxen 500mg gastro-resistant tablets (DE Pharmaceuticals),1
330,hasbled,bleeding_medications,S-30850111000001100,Naproxen 500mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd),1
331,hasbled,bleeding_medications,S-36781911000001104,Naproxen 500mg gastro-resistant tablets (Sovereign Medical Ltd),1
332,hasbled,bleeding_medications,S-37999611000001104,Naproxen 500mg gastro-resistant tablets (Medreich Plc),1
333,hasbled,bleeding_medications,S-658611000001107,Naproxen 375mg gastro-resistant tablets (Actavis UK Ltd),1
334,hasbled,bleeding_medications,S-817811000001105,Naproxen 375mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),1
335,hasbled,bleeding_medications,S-842611000001103,Naproxen 375mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),1
336,hasbled,bleeding_medications,S-7898511000001100,Naproxen 375mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),1
337,hasbled,bleeding_medications,S-15236411000001100,Naproxen 375mg gastro-resistant tablets (Sigma Pharmaceuticals Plc),1
338,hasbled,bleeding_medications,S-30062611000001100,Naproxen 375mg gastro-resistant tablets (DE Pharmaceuticals),1
339,hasbled,bleeding_medications,S-37336111000001104,Naproxen 375mg gastro-resistant tablets (Sovereign Medical Ltd),1
340,hasbled,bleeding_medications,S-37999411000001104,Naproxen 375mg gastro-resistant tablets (Medreich Plc),1
341,hasbled,bleeding_medications,S-8637511000001100,Naproxen 125mg/5ml oral suspension (Special Order),1
342,hasbled,bleeding_medications,S-8639711000001100,Naproxen 500mg/5ml oral suspension (Special Order),1
343,hasbled,bleeding_medications,S-12257211000001100,Naproxen 100mg/5ml oral suspension (Special Order),1
344,hasbled,bleeding_medications,S-12258411000001100,Naproxen 75mg/5ml oral suspension (Special Order),1
345,hasbled,bleeding_medications,S-12257611000001100,Naproxen 200mg/5ml oral suspension (Drug Tariff Special Order),1
346,hasbled,bleeding_medications,S-32636911000001100,Naproxen 25mg/ml oral suspension sugar free (Orion Pharma (UK) Ltd),1
347,hasbled,bleeding_medications,S-32775911000001100,Naproxen 125mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),1
348,hasbled,bleeding_medications,S-802111000001103,Nabumetone 500mg tablets (Accord Healthcare Ltd),1
349,hasbled,bleeding_medications,S-4870111000001100,Nabumetone 500mg tablets (Sandoz Ltd),1
350,hasbled,bleeding_medications,S-5003211000001100,Nabumetone 500mg tablets (IVAX Pharmaceuticals UK Ltd),1
351,hasbled,bleeding_medications,S-10301011000001100,Nabumetone 500mg tablets (Focus Pharmaceuticals Ltd),1
352,hasbled,bleeding_medications,S-17308011000001100,Nabumetone 500mg tablets (Beechmere Pharmaceuticals Ltd),1
353,hasbled,bleeding_medications,S-17944911000001100,Nabumetone 500mg tablets (Phoenix Healthcare Distribution Ltd),1
354,hasbled,bleeding_medications,S-17966411000001100,Nabumetone 500mg tablets (Almus Pharmaceuticals Ltd),1
355,hasbled,bleeding_medications,S-18080011000001100,Nabumetone 500mg tablets (Fannin UK Ltd),1
356,hasbled,bleeding_medications,S-21816811000001100,Nabumetone 500mg tablets (Waymade Healthcare Plc),1
357,hasbled,bleeding_medications,S-30062011000001100,Nabumetone 500mg tablets (DE Pharmaceuticals),1
358,hasbled,bleeding_medications,S-35861211000001100,Nabumetone 500mg tablets (Tillomed Laboratories Ltd),1
359,hasbled,bleeding_medications,S-32777811000001100,Nabumetone 500mg/5ml oral suspension (Special Order),1
360,hasbled,bleeding_medications,S-3023411000001100,Relifex 500mg tablets (Mylan),1
361,hasbled,bleeding_medications,S-329914002,Tenoxicam 20mg tablets,1
362,hasbled,bleeding_medications,S-329907004,Acemetacin 60mg capsules,1
363,hasbled,bleeding_medications,S-322299000,Naproxen sodium 275mg tablets,1
364,hasbled,bleeding_medications,S-329925006,Aceclofenac 100mg tablets,1
365,hasbled,bleeding_medications,S-329927003,Meloxicam 7.5mg tablets,1
366,hasbled,bleeding_medications,S-329928008,Meloxicam 15mg tablets,1
367,hasbled,bleeding_medications,S-22648611000001100,Meloxicam 15mg orodispersible tablets sugar free,1
368,hasbled,bleeding_medications,S-22648711000001100,Meloxicam 7.5mg orodispersible tablets sugar free,1
369,hasbled,bleeding_medications,S-4557011000001100,Ibuprofen lysine 200mg tablets,1
370,hasbled,bleeding_medications,S-10245111000001100,Ibuprofen lysine 400mg tablets,1
371,hasbled,bleeding_medications,S-21681311000001100,Ibuprofen lysine 400mg oral powder sachets,1
372,hasbled,bleeding_medications,S-329963003,Dexketoprofen 25mg tablets,1
373,hasbled,bleeding_medications,S-330163001,Rofecoxib 25mg tablets,1
374,hasbled,bleeding_medications,S-329967002,Diclofenac potassium 25mg tablets,1
375,hasbled,bleeding_medications,S-329968007,Diclofenac potassium 50mg tablets,1
376,hasbled,bleeding_medications,S-14062911000001100,Diclofenac potassium 12.5mg tablets,1
377,hasbled,bleeding_medications,S-735411000001107,Piroxicam 10mg capsules (Kent Pharmaceuticals Ltd),1
378,hasbled,bleeding_medications,S-928911000001104,Piroxicam 10mg capsules (A A H Pharmaceuticals Ltd),1
379,hasbled,bleeding_medications,S-9191811000001100,Piroxicam 10mg capsules (Sandoz Ltd),1
380,hasbled,bleeding_medications,S-10403211000001100,Piroxicam 10mg capsules (Arrow Generics Ltd),1
381,hasbled,bleeding_medications,S-17878511000001100,Piroxicam 10mg capsules (Phoenix Healthcare Distribution Ltd),1
382,hasbled,bleeding_medications,S-18734211000001100,Piroxicam 10mg capsules (Sigma Pharmaceuticals Plc),1
383,hasbled,bleeding_medications,S-21848811000001100,Piroxicam 10mg capsules (Waymade Healthcare Plc),1
384,hasbled,bleeding_medications,S-28986111000001100,Piroxicam 10mg capsules (Crescent Pharma Ltd),1
385,hasbled,bleeding_medications,S-30112511000001100,Piroxicam 10mg capsules (DE Pharmaceuticals),1
386,hasbled,bleeding_medications,S-30857611000001100,Piroxicam 10mg capsules (Mawdsley-Brooks & Company Ltd),1
387,hasbled,bleeding_medications,S-63311000001108,Piroxicam 20mg capsules (IVAX Pharmaceuticals UK Ltd),1
388,hasbled,bleeding_medications,S-92811000001109,Piroxicam 20mg capsules (Mylan),1
389,hasbled,bleeding_medications,S-146611000001109,Piroxicam 20mg capsules (Kent Pharmaceuticals Ltd),1
390,hasbled,bleeding_medications,S-267611000001103,Piroxicam 20mg capsules (Alliance Healthcare (Distribution) Ltd),1
391,hasbled,bleeding_medications,S-450411000001108,Piroxicam 20mg capsules (Approved Prescription Services Ltd),1
392,hasbled,bleeding_medications,S-627511000001108,Piroxicam 20mg capsules (Actavis UK Ltd),1
393,hasbled,bleeding_medications,S-694111000001101,Piroxicam 20mg capsules (The Boots Company Plc),1
394,hasbled,bleeding_medications,S-723011000001101,Piroxicam 20mg capsules (A A H Pharmaceuticals Ltd),1
395,hasbled,bleeding_medications,S-9192011000001100,Piroxicam 20mg capsules (Sandoz Ltd),1
396,hasbled,bleeding_medications,S-10403611000001100,Piroxicam 20mg capsules (Arrow Generics Ltd),1
397,hasbled,bleeding_medications,S-17878711000001100,Piroxicam 20mg capsules (Phoenix Healthcare Distribution Ltd),1
398,hasbled,bleeding_medications,S-18734411000001100,Piroxicam 20mg capsules (Sigma Pharmaceuticals Plc),1
399,hasbled,bleeding_medications,S-21849011000001100,Piroxicam 20mg capsules (Waymade Healthcare Plc),1
400,hasbled,bleeding_medications,S-28986311000001100,Piroxicam 20mg capsules (Crescent Pharma Ltd),1
401,hasbled,bleeding_medications,S-30112711000001100,Piroxicam 20mg capsules (DE Pharmaceuticals),1
402,hasbled,bleeding_medications,S-30857811000001100,Piroxicam 20mg capsules (Mawdsley-Brooks & Company Ltd),1
403,hasbled,bleeding_medications,S-361811000001100,Piroxicam 10mg dispersible tablets (Alliance Healthcare (Distribution) Ltd),1
